Case number,Match Name,HorW,end_point_id,start_point_id,XG,start_index,end_index,num_shots,duration,distance_covered,number_of_players_involved,num_pass,zone_1_count,zone_2_count,zone_3_count,zone_4_count,zone_5_count,zone_6_count,zone_7_count,zone_8_count,zone_9_count,zone_10_count,zone_11_count,zone_12_count,zone_13_count,zone_14_count,zone_15_count,zone_16_count,zone_17_count,zone_18_count,zone_19_count,zone_20_count,zone_21_count,zone_22_count,zone_23_count,zone_24_count,Start_Zone,End_Zone,zone_transition_count,forward_movement_count,backward_movement_count,net_progress_ratio,num_opponents_front,distance_to_goal,shoot_angle,period,minute_absolute
202,LeverkusenVSDarmstadt98_Home,1,55836a80-19f4-4481-b513-1c21e6b1919b,044f6725-cb12-4784-a33f-7d30fefd4600,0.63200303,3371,3495,2,96.12577703300002,772.1199241872303,12,33,0,4,4,0,0,2,4,0,0,0,13,0,5,19,17,6,6,13,12,3,3,0,5,5,17,23,56,39,39,0.5080574274831526,1,4.3046486500061745,90.01643624257892,2,82.16685
203,LeverkusenVSDarmstadt98_Home,1,2cd6697c-aa9b-4978-a76e-26aef2112c31,5c623d97-596a-4ce8-af1a-e95c31f259ff,0.06030186,3676,3811,1,110.69323899999998,784.9442550284793,10,40,1,6,5,1,2,0,1,0,0,3,0,0,0,20,25,1,17,14,12,9,6,6,4,2,16,22,51,41,36,0.5072696279955881,2,16.592166826548006,26.55355433937795,2,90.1109
204,LeverkusenVSDarmstadt98_Home,1,1ca8d41b-9d7e-4ce1-81c1-8faa57b3d828,2c3b2218-bd16-4ecf-94e0-cdf4d13d1a51,0.6758897,3818,3834,2,13.079631,77.77397149162631,4,3,0,1,1,0,0,2,0,0,0,0,3,0,0,1,2,0,0,0,3,0,0,0,4,0,11,23,9,6,4,0.5489447236180904,0,15.654072952429985,23.980823578445136,2,90.61373333333333
205,LeverkusenVSEintrachtFrankfurt_Away,0,fc8518e0-5403-4e24-b29d-9c6aa0c4572e,6846ba58-30bf-48b5-aeb1-184be3b9e943,0.024850486,299,374,1,75.525725,611.4624548574726,10,23,4,7,2,0,3,3,2,0,2,3,7,6,3,4,7,1,0,1,3,8,0,0,1,7,2,19,40,33,18,0.5347091932457787,5,25.27706470300695,17.92289565809434,1,9.2658
206,LeverkusenVSEintrachtFrankfurt_Away,0,0d2470c8-1544-4fcf-a8b8-a4aa1a6b6371,3f04cff0-a637-4cf5-bad9-cb53cac5801e,0.032375105,408,491,1,75.38750199999998,528.1415446180104,10,21,0,3,2,0,5,2,0,3,6,3,3,4,14,3,3,11,8,2,0,5,2,5,0,0,12,18,41,31,28,0.514225140199699,3,24.259431155738177,19.47096622300833,1,11.6516
207,LeverkusenVSEintrachtFrankfurt_Away,0,158520be-290c-420c-a39c-1cb03429d959,545ea43f-ad67-4f3e-9ee9-f1fa95af043f,0.19429411,781,842,1,60.597968000000016,397.14129800368545,10,17,2,2,0,0,1,1,7,0,8,15,5,1,2,0,5,5,0,0,1,0,0,0,7,0,9,23,30,24,19,0.5458021347777601,4,12.706297651164956,37.42704894909316,1,20.30885
208,LeverkusenVSEintrachtFrankfurt_Away,0,528a780c-3ccd-45a7-8bf9-a951a832c07f,336296a5-2f92-4c4e-a1d8-4a1cb0eca1a7,0.040702738,1237,1243,1,4.605525,21.891706753623108,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,17,18,2,3,1,0.5324675324675324,2,25.20515820224106,19.31400273589936,1,29.931483333333333
209,LeverkusenVSEintrachtFrankfurt_Away,0,0eb21787-dd7e-4ef7-a943-8a60f85fbb53,f5e04515-294a-4252-be98-06c0d06e9fc8,0.05227081,1676,1707,1,28.372650030000003,262.18420643176233,8,9,3,2,5,0,3,6,0,0,0,0,0,3,0,0,0,2,0,0,3,2,0,1,2,0,2,23,19,14,6,0.5619888355186291,2,21.644860821913365,19.692236508832504,1,41.17936666666667
210,LeverkusenVSEintrachtFrankfurt_Away,0,693cddac-5b0c-469f-8c78-f2add46315b9,db13096c-6456-4289-a744-71488c085efc,0.19578177,1725,1812,1,92.76418200299999,587.3610209696055,11,26,0,3,2,0,1,0,3,2,3,3,3,3,12,11,5,12,8,8,0,0,1,5,3,0,2,23,50,36,28,0.5393266632585993,2,7.066116330771804,59.94795200194911,1,43.53465
211,LeverkusenVSEintrachtFrankfurt_Away,0,82853bfd-ad2a-4d3a-9111-d26c50747d18,c267eadc-b41c-44a8-9a0d-2b61570cded9,0.7835,2210,2266,1,57.01761700100001,421.7095941370946,10,14,0,9,2,0,2,2,2,0,0,14,3,0,2,3,1,0,1,1,4,0,0,6,5,0,2,23,30,26,15,0.5410069664344522,0,11.800423721205943,40.09224767870787,2,57.02465
212,LeverkusenVSEintrachtFrankfurt_Away,0,2d134930-fab3-4cbf-822c-4e87d0fca66b,797b4ce7-64ef-44ba-bd77-bf85da46fc35,0.47853372,2935,2952,1,17.623918,164.0816064804552,7,6,2,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,2,0,1,1,0,2,0,5,23,7,6,4,0.6600621600621601,1,9.962429422585632,40.83611610558454,2,76.53418333333333
213,LeverkusenVSEintrachtFrankfurt_Away,0,42e736cd-e443-43b7-a8e5-aa1bc7ecd199,62b46e1a-feac-4c19-980e-9125c5b4ee13,0.7835,3205,3225,1,18.211321,119.62981551065985,4,2,0,2,0,2,2,0,0,2,0,0,0,1,1,0,0,0,4,0,0,0,2,1,3,0,5,23,12,7,8,0.5466701972726069,0,11.900420160649796,39.781895390059795,2,88.41556666666666
214,LeverkusenVSEintrachtFrankfurt_Home,1,e873a238-e39c-4e5b-bee7-cbd04d4e5cd7,e80ada3e-630a-4a6a-91e5-00e697edf1aa,0.052349553,490,584,1,85.97955200999999,575.6296166854327,11,27,1,5,0,0,4,4,0,1,2,1,3,6,13,7,7,13,3,3,7,4,0,1,7,3,9,22,40,28,31,0.5235035508961785,3,19.969226324522438,20.604814728981015,1,13.774616666666667
215,LeverkusenVSEintrachtFrankfurt_Home,1,541890a9-808d-4d07-b9b4-950aaf802c90,1eaf8b52-3971-4f17-8801-af4dbef1cbd8,0.07529922,1535,1617,1,74.26699500300002,560.0813183603095,9,26,1,1,0,0,6,11,0,0,7,22,9,3,0,4,1,5,0,1,2,6,0,0,1,3,6,19,34,32,19,0.5339403973509934,7,24.857393266390584,19.393536127490353,1,33.95693333333333
216,LeverkusenVSEintrachtFrankfurt_Home,1,3ae695a8-991a-4f2f-83aa-ea0763b2515b,84707bdc-e8dc-41d5-96c2-b51a788a6e3c,0.081502266,2416,2429,1,10.564752,56.21399400437716,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,2,1,19,22,8,5,4,0.5098445595854922,2,13.461426373159718,32.427122880538874,2,49.74198333333334
217,LeverkusenVSEintrachtFrankfurt_Home,1,fb48cdac-fe0a-4452-a680-5880ed308a40,8cc9f8c1-9988-4957-9a7a-c6ea90f176da,1.05299422,2434,2495,2,40.55107700299999,342.53693111029344,9,17,0,0,1,0,0,0,0,0,4,7,7,6,1,9,7,14,0,1,0,0,0,3,2,0,14,23,26,20,20,0.5340314136125655,0,5.661271941887271,73.80130327330895,2,50.84155
218,LeverkusenVSEintrachtFrankfurt_Home,1,fcfab8e6-651c-406f-a51d-d87d1d1804d0,927637e9-ef7d-4fa7-a23b-631142158004,0.3293735,2775,2790,1,19.93568,174.75781379324974,6,5,0,0,2,6,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,4,22,6,7,3,0.8600148920327625,0,18.422811946062954,22.71901638543171,2,56.583349999999996
219,LeverkusenVSEintrachtFrankfurt_Home,1,7b4d2a3e-b744-4bf1-9a88-beec60f4365c,d850b9c3-7132-46fd-94d3-e60efa673b5a,0.06903119,3320,3366,1,39.755624,299.15397851479526,9,13,0,0,3,0,0,0,7,10,6,6,0,6,1,0,1,0,3,3,0,0,0,1,0,0,12,22,19,18,12,0.5477935443630126,2,20.49194963882158,21.75550312432044,2,69.38663333333334
220,LeverkusenVSEintrachtFrankfurt_Home,1,41302cc0-8445-4a66-84e4-f304b1a7460a,1ed42f06-7842-4783-bbbe-7be1c8394364,0.08704005,3413,3445,1,19.801967,146.2310127688192,7,7,2,0,0,0,0,0,0,3,4,1,0,5,1,0,0,7,0,1,0,0,0,0,2,4,10,23,15,12,10,0.5630406773421682,3,12.316655390161733,34.68311597860713,2,72.54558333333333
221,LeverkusenVSEintrachtFrankfurt_Home,1,89cdac4a-f79e-42de-ad9a-fbc70397b8a6,fa3c091b-dc0b-4bf8-b140-523c3df21695,0.046395227,3517,3611,1,79.10095400000002,518.3195898269015,10,26,0,1,2,0,1,3,1,4,3,2,2,0,3,10,19,11,8,6,8,4,0,7,0,0,16,18,51,35,32,0.5064202943939867,4,21.410511437142276,21.771337443960164,2,74.98885
222,LeverkusenVSEintrachtFrankfurt_Home,1,b353ca35-a05f-4a3e-bc76-abeaba9476f1,fbe5f820-4c9b-4b4b-a5f9-1ec8295fdb56,0.08699181,3873,3882,1,13.007425,124.66920759966386,4,3,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,1,0,2,0,0,0,1,0,0,7,22,5,6,0,1.0,0,20.924626639440906,19.246845779909403,2,80.17288333333333
223,LeverkusenVSEintrachtFrankfurt_Home,1,1d886e5d-5ccd-4f6e-b895-3ed152e8a9cf,70c63fe8-741a-49cf-9f04-37a1fd88bcd1,0.10714567,3909,3940,1,35.0207,280.49269576298695,6,9,0,3,2,0,5,4,1,0,0,5,5,2,0,1,0,0,0,1,3,0,0,0,0,0,3,19,15,12,6,0.6108753315649867,3,20.634437234875097,23.232773670752785,2,81.3083
224,LeverkusenVSEintrachtFrankfurt_Home,1,26f12ece-632a-419b-b17f-c63e9508a6bb,47bcf088-5e6e-4811-8113-9367ccfbc6ca,0.545297838,3952,4016,2,55.951198999999995,425.03031043685263,9,15,1,6,0,0,3,5,6,4,1,2,0,3,0,0,1,4,5,1,8,9,0,2,2,2,15,19,30,31,14,0.5078920194718985,2,27.008517175143105,17.165698276989566,2,83.82820000000001
225,LeverkusenVSEintrachtFrankfurt_Home,1,541cfc39-9059-45d9-af39-d3525ccdbbf9,a46c3e6f-7f2e-4a6f-a84b-ae86b5db815f,0.21981987,4173,4302,1,131.79127200000002,900.5228570656228,11,41,0,0,2,0,1,5,2,12,5,15,19,24,8,7,7,7,6,3,0,4,0,2,0,0,13,22,63,44,43,0.5275773195876288,1,6.824954212300618,52.86717575204667,2,89.76193333333333
226,LeverkusenVSFCHeidenheim_Away,0,e117102c-d4c1-4610-ab08-c7877441d742,24fae98a-4a9e-423c-b152-cd2db148db02,0.09992166,197,212,1,13.99575,81.97349907185163,5,4,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,2,5,0,0,2,1,11,23,9,7,5,0.5700744752877454,3,19.50640920313116,24.888729017727652,1,3.6277333333333335
227,LeverkusenVSFCHeidenheim_Away,0,360afde3-2360-417f-b287-f7019b84680b,c258611d-e72b-42c6-8f9f-dd7099d712ec,0.04071183,300,349,1,53.932674000999995,411.28969430328743,10,15,0,3,0,0,3,0,0,0,11,6,6,1,9,0,5,0,0,0,3,2,0,0,1,0,10,19,20,17,15,0.5807030129124819,5,22.499999999999993,20.877031742243314,1,8.083833333333333
228,LeverkusenVSFCHeidenheim_Away,0,a7463583-f8f4-412f-88d2-c7c834a4105d,bec22833-d832-427d-9755-6d5984b75ab0,0.02349934,475,554,1,93.323985,606.592151805787,11,20,6,7,4,1,3,1,2,0,10,2,1,2,2,8,6,6,0,2,4,0,1,2,0,7,3,19,42,35,24,0.5246116823452199,6,26.730693967796647,17.96183597990752,1,14.7996
229,LeverkusenVSFCHeidenheim_Away,0,645eb80a-ff4a-433f-be95-e2e6378900c8,e9b43fe0-9fbe-4774-831e-073405f5da1a,0.08212698,708,737,1,25.842184000000003,175.18380064908143,7,8,0,0,1,0,1,0,1,0,0,1,0,0,0,2,1,5,0,1,6,6,3,2,0,0,20,22,14,8,10,0.5191756272401433,2,9.513148795220223,41.14144277712813,1,18.513683333333333
230,LeverkusenVSFCHeidenheim_Away,0,aa0325e3-4158-4f49-8025-7ea3464a7c15,5dbccab3-e5fc-46e5-93a4-992c889b612f,0.05730636,745,797,1,44.179295001,387.3314744609223,7,11,0,1,5,3,3,1,0,3,4,0,0,6,9,0,0,2,7,0,0,0,2,2,3,0,6,23,35,17,24,0.5187133623929054,3,10.381714694596461,43.108688177344675,1,21.592433333333332
231,LeverkusenVSFCHeidenheim_Away,0,61796fa6-51f2-4327-9a4a-8ce3061138fb,96183f90-fef6-490f-9fae-5a5cd4eafb93,0.023191312,1217,1291,1,45.570097999999994,441.0098566100631,9,25,0,0,0,0,2,2,7,2,4,6,12,4,11,10,0,1,5,6,1,0,0,2,0,0,7,22,46,37,25,0.5315482931564471,4,14.582523787054152,32.57302739175088,1,33.455799999999996
